id,proposition,domain,ground_truth,confidence,difficulty,evidence_hints,expected_rounds
PI_00617,Rent control reduces housing supply (context 61),policy,supported,0.794,medium,Housing market data,3
PI_00618,Higher education subsidies increase enrollment (context 61),policy,supported,0.874,hard,Enrollment data,3
PI_00619,War on drugs has reduced drug use (context 61),policy,rejected,0.813,expert,Prevalence data,4
PI_00620,Affirmative action improves diversity (context 61),policy,supported,0.728,easy,University data,1
PI_00621,Minimum wage increases lead to job losses (context 62),policy,undecided,0.771,hard,Labor economics,2
PI_00622,Universal basic income reduces poverty (context 62),policy,undecided,0.554,expert,Pilot studies,4
PI_00623,Carbon taxes effectively reduce emissions (context 62),policy,supported,0.639,easy,European data,2
PI_00624,Strict gun laws reduce gun violence (context 62),policy,supported,0.735,medium,Comparative studies,2
PI_00625,Free trade benefits all parties equally (context 62),policy,rejected,0.782,hard,Trade deficit data,2
PI_00626,Immigration boosts economic growth (context 62),policy,supported,0.811,expert,GDP analysis,1
PI_00627,Rent control reduces housing supply (context 62),policy,supported,0.821,easy,Housing market data,3
PI_00628,Higher education subsidies increase enrollment (context 62),policy,supported,0.74,medium,Enrollment data,4
PI_00629,War on drugs has reduced drug use (context 62),policy,rejected,0.59,hard,Prevalence data,3
PI_00630,Affirmative action improves diversity (context 62),policy,supported,0.597,expert,University data,4
PI_00631,Minimum wage increases lead to job losses (context 63),policy,undecided,0.91,medium,Labor economics,1
PI_00632,Universal basic income reduces poverty (context 63),policy,undecided,0.743,hard,Pilot studies,3
PI_00633,Carbon taxes effectively reduce emissions (context 63),policy,supported,0.707,expert,European data,3
PI_00634,Strict gun laws reduce gun violence (context 63),policy,supported,0.664,easy,Comparative studies,3
PI_00635,Free trade benefits all parties equally (context 63),policy,rejected,0.825,medium,Trade deficit data,2
PI_00636,Immigration boosts economic growth (context 63),policy,supported,0.714,hard,GDP analysis,4
PI_00637,Rent control reduces housing supply (context 63),policy,supported,0.805,expert,Housing market data,3
PI_00638,Higher education subsidies increase enrollment (context 63),policy,supported,0.869,easy,Enrollment data,2
PI_00639,War on drugs has reduced drug use (context 63),policy,rejected,0.808,medium,Prevalence data,4
PI_00640,Affirmative action improves diversity (context 63),policy,supported,0.72,hard,University data,2
PI_00641,Minimum wage increases lead to job losses (context 64),policy,undecided,0.777,easy,Labor economics,2
PI_00642,Universal basic income reduces poverty (context 64),policy,undecided,0.57,medium,Pilot studies,1
PI_00643,Carbon taxes effectively reduce emissions (context 64),policy,supported,0.681,hard,European data,4
PI_00644,Strict gun laws reduce gun violence (context 64),policy,supported,0.947,expert,Comparative studies,4
PI_00645,Free trade benefits all parties equally (context 64),policy,rejected,0.912,easy,Trade deficit data,4
PI_00646,Immigration boosts economic growth (context 64),policy,supported,0.894,medium,GDP analysis,4
PI_00647,Rent control reduces housing supply (context 64),policy,supported,0.568,hard,Housing market data,4
PI_00648,Higher education subsidies increase enrollment (context 64),policy,supported,0.79,expert,Enrollment data,4
PI_00649,War on drugs has reduced drug use (context 64),policy,rejected,0.614,easy,Prevalence data,3
PI_00650,Affirmative action improves diversity (context 64),policy,supported,0.78,medium,University data,1
PI_00651,Minimum wage increases lead to job losses (context 65),policy,undecided,0.844,expert,Labor economics,2
PI_00652,Universal basic income reduces poverty (context 65),policy,undecided,0.594,easy,Pilot studies,2
PI_00653,Carbon taxes effectively reduce emissions (context 65),policy,supported,0.752,medium,European data,4
PI_00654,Strict gun laws reduce gun violence (context 65),policy,supported,0.795,hard,Comparative studies,3
PI_00655,Free trade benefits all parties equally (context 65),policy,rejected,0.753,expert,Trade deficit data,4
PI_00656,Immigration boosts economic growth (context 65),policy,supported,0.721,easy,GDP analysis,4
PI_00657,Rent control reduces housing supply (context 65),policy,supported,0.575,medium,Housing market data,4
PI_00658,Higher education subsidies increase enrollment (context 65),policy,supported,0.837,hard,Enrollment data,3
PI_00659,War on drugs has reduced drug use (context 65),policy,rejected,0.763,expert,Prevalence data,2
PI_00660,Affirmative action improves diversity (context 65),policy,supported,0.938,easy,University data,3
PI_00661,Minimum wage increases lead to job losses (context 66),policy,undecided,0.892,hard,Labor economics,4
PI_00662,Universal basic income reduces poverty (context 66),policy,undecided,0.832,expert,Pilot studies,3
PI_00663,Carbon taxes effectively reduce emissions (context 66),policy,supported,0.777,easy,European data,3
PI_00664,Strict gun laws reduce gun violence (context 66),policy,supported,0.775,medium,Comparative studies,2
PI_00665,Free trade benefits all parties equally (context 66),policy,rejected,0.591,hard,Trade deficit data,1
PI_00666,Immigration boosts economic growth (context 66),policy,supported,0.589,expert,GDP analysis,1
PI_00667,Rent control reduces housing supply (context 66),policy,supported,0.893,easy,Housing market data,2
PI_00668,Higher education subsidies increase enrollment (context 66),policy,supported,0.571,medium,Enrollment data,3
PI_00669,War on drugs has reduced drug use (context 66),policy,rejected,0.818,hard,Prevalence data,1
PI_00670,Affirmative action improves diversity (context 66),policy,supported,0.828,expert,University data,2
PI_00671,Minimum wage increases lead to job losses (context 67),policy,undecided,0.591,medium,Labor economics,2
PI_00672,Universal basic income reduces poverty (context 67),policy,undecided,0.78,hard,Pilot studies,3
PI_00673,Carbon taxes effectively reduce emissions (context 67),policy,supported,0.834,expert,European data,2
PI_00674,Strict gun laws reduce gun violence (context 67),policy,supported,0.775,easy,Comparative studies,1
PI_00675,Free trade benefits all parties equally (context 67),policy,rejected,0.909,medium,Trade deficit data,1
PI_00676,Immigration boosts economic growth (context 67),policy,supported,0.801,hard,GDP analysis,3
PI_00677,Rent control reduces housing supply (context 67),policy,supported,0.563,expert,Housing market data,1
PI_00678,Higher education subsidies increase enrollment (context 67),policy,supported,0.685,easy,Enrollment data,1
PI_00679,War on drugs has reduced drug use (context 67),policy,rejected,0.88,medium,Prevalence data,4
PI_00680,Affirmative action improves diversity (context 67),policy,supported,0.631,hard,University data,3
PI_00681,Minimum wage increases lead to job losses (context 68),policy,undecided,0.77,easy,Labor economics,1
PI_00682,Universal basic income reduces poverty (context 68),policy,undecided,0.691,medium,Pilot studies,4
PI_00683,Carbon taxes effectively reduce emissions (context 68),policy,supported,0.563,hard,European data,2
PI_00684,Strict gun laws reduce gun violence (context 68),policy,supported,0.722,expert,Comparative studies,4
PI_00685,Free trade benefits all parties equally (context 68),policy,rejected,0.661,easy,Trade deficit data,2
PI_00686,Immigration boosts economic growth (context 68),policy,supported,0.617,medium,GDP analysis,3
PI_00687,Rent control reduces housing supply (context 68),policy,supported,0.573,hard,Housing market data,4
PI_00688,Higher education subsidies increase enrollment (context 68),policy,supported,0.605,expert,Enrollment data,3
PI_00689,War on drugs has reduced drug use (context 68),policy,rejected,0.88,easy,Prevalence data,2
PI_00690,Affirmative action improves diversity (context 68),policy,supported,0.91,medium,University data,3
PI_00691,Minimum wage increases lead to job losses (context 69),policy,undecided,0.811,expert,Labor economics,1
PI_00692,Universal basic income reduces poverty (context 69),policy,undecided,0.686,easy,Pilot studies,4
PI_00693,Carbon taxes effectively reduce emissions (context 69),policy,supported,0.614,medium,European data,2
PI_00694,Strict gun laws reduce gun violence (context 69),policy,supported,0.576,hard,Comparative studies,2
PI_00695,Free trade benefits all parties equally (context 69),policy,rejected,0.922,expert,Trade deficit data,2
PI_00696,Immigration boosts economic growth (context 69),policy,supported,0.9,easy,GDP analysis,2
PI_00697,Rent control reduces housing supply (context 69),policy,supported,0.64,medium,Housing market data,4
PI_00698,Higher education subsidies increase enrollment (context 69),policy,supported,0.748,hard,Enrollment data,3
PI_00699,War on drugs has reduced drug use (context 69),policy,rejected,0.585,expert,Prevalence data,2
PI_00700,Affirmative action improves diversity (context 69),policy,supported,0.7,easy,University data,1
PI_00701,Minimum wage increases lead to job losses (context 70),policy,undecided,0.637,hard,Labor economics,1
PI_00702,Universal basic income reduces poverty (context 70),policy,undecided,0.724,expert,Pilot studies,1
PI_00703,Carbon taxes effectively reduce emissions (context 70),policy,supported,0.901,easy,European data,2
PI_00704,Strict gun laws reduce gun violence (context 70),policy,supported,0.694,medium,Comparative studies,4
PI_00705,Free trade benefits all parties equally (context 70),policy,rejected,0.698,hard,Trade deficit data,3
PI_00706,Immigration boosts economic growth (context 70),policy,supported,0.752,expert,GDP analysis,3
PI_00707,Rent control reduces housing supply (context 70),policy,supported,0.636,easy,Housing market data,4
PI_00708,Higher education subsidies increase enrollment (context 70),policy,supported,0.566,medium,Enrollment data,4
PI_00709,War on drugs has reduced drug use (context 70),policy,rejected,0.759,hard,Prevalence data,3
PI_00710,Affirmative action improves diversity (context 70),policy,supported,0.871,expert,University data,1
PI_00711,Minimum wage increases lead to job losses (context 71),policy,undecided,0.779,medium,Labor economics,4
PI_00712,Universal basic income reduces poverty (context 71),policy,undecided,0.911,hard,Pilot studies,4
PI_00713,Carbon taxes effectively reduce emissions (context 71),policy,supported,0.693,expert,European data,3
PI_00714,Strict gun laws reduce gun violence (context 71),policy,supported,0.887,easy,Comparative studies,4
PI_00715,Free trade benefits all parties equally (context 71),policy,rejected,0.642,medium,Trade deficit data,1
PI_00716,Immigration boosts economic growth (context 71),policy,supported,0.644,hard,GDP analysis,2
PI_00717,Rent control reduces housing supply (context 71),policy,supported,0.898,expert,Housing market data,1
PI_00718,Higher education subsidies increase enrollment (context 71),policy,supported,0.766,easy,Enrollment data,1
PI_00719,War on drugs has reduced drug use (context 71),policy,rejected,0.779,medium,Prevalence data,3
PI_00720,Affirmative action improves diversity (context 71),policy,supported,0.851,hard,University data,2
PI_00721,Minimum wage increases lead to job losses (context 72),policy,undecided,0.749,easy,Labor economics,3
PI_00722,Universal basic income reduces poverty (context 72),policy,undecided,0.561,medium,Pilot studies,3
PI_00723,Carbon taxes effectively reduce emissions (context 72),policy,supported,0.893,hard,European data,3
PI_00724,Strict gun laws reduce gun violence (context 72),policy,supported,0.613,expert,Comparative studies,4
PI_00725,Free trade benefits all parties equally (context 72),policy,rejected,0.805,easy,Trade deficit data,3
PI_00726,Immigration boosts economic growth (context 72),policy,supported,0.829,medium,GDP analysis,2
PI_00727,Rent control reduces housing supply (context 72),policy,supported,0.937,hard,Housing market data,2
PI_00728,Higher education subsidies increase enrollment (context 72),policy,supported,0.709,expert,Enrollment data,3
PI_00729,War on drugs has reduced drug use (context 72),policy,rejected,0.69,easy,Prevalence data,4
PI_00730,Affirmative action improves diversity (context 72),policy,supported,0.919,medium,University data,3
PI_00731,Minimum wage increases lead to job losses (context 73),policy,undecided,0.943,expert,Labor economics,2
PI_00732,Universal basic income reduces poverty (context 73),policy,undecided,0.669,easy,Pilot studies,4
PI_00733,Carbon taxes effectively reduce emissions (context 73),policy,supported,0.735,medium,European data,1
PI_00734,Strict gun laws reduce gun violence (context 73),policy,supported,0.884,hard,Comparative studies,3
PI_00735,Free trade benefits all parties equally (context 73),policy,rejected,0.691,expert,Trade deficit data,4
PI_00736,Immigration boosts economic growth (context 73),policy,supported,0.824,easy,GDP analysis,1
PI_00737,Rent control reduces housing supply (context 73),policy,supported,0.6,medium,Housing market data,3
PI_00738,Higher education subsidies increase enrollment (context 73),policy,supported,0.72,hard,Enrollment data,1
PI_00739,War on drugs has reduced drug use (context 73),policy,rejected,0.948,expert,Prevalence data,2
PI_00740,Affirmative action improves diversity (context 73),policy,supported,0.717,easy,University data,1
PI_00741,Minimum wage increases lead to job losses (context 74),policy,undecided,0.88,hard,Labor economics,4
PI_00742,Universal basic income reduces poverty (context 74),policy,undecided,0.879,expert,Pilot studies,4
PI_00743,Carbon taxes effectively reduce emissions (context 74),policy,supported,0.943,easy,European data,2
PI_00744,Strict gun laws reduce gun violence (context 74),policy,supported,0.878,medium,Comparative studies,3
PI_00745,Free trade benefits all parties equally (context 74),policy,rejected,0.752,hard,Trade deficit data,4
PI_00746,Immigration boosts economic growth (context 74),policy,supported,0.787,expert,GDP analysis,3
PI_00747,Rent control reduces housing supply (context 74),policy,supported,0.749,easy,Housing market data,1
PI_00748,Higher education subsidies increase enrollment (context 74),policy,supported,0.622,medium,Enrollment data,2
PI_00749,War on drugs has reduced drug use (context 74),policy,rejected,0.617,hard,Prevalence data,2
PI_00750,Affirmative action improves diversity (context 74),policy,supported,0.687,expert,University data,3
PI_00751,Minimum wage increases lead to job losses (context 75),policy,undecided,0.797,medium,Labor economics,2
PI_00752,Universal basic income reduces poverty (context 75),policy,undecided,0.716,hard,Pilot studies,4
PI_00753,Carbon taxes effectively reduce emissions (context 75),policy,supported,0.905,expert,European data,4
PI_00754,Strict gun laws reduce gun violence (context 75),policy,supported,0.735,easy,Comparative studies,1
PI_00755,Free trade benefits all parties equally (context 75),policy,rejected,0.62,medium,Trade deficit data,4
PI_00756,Immigration boosts economic growth (context 75),policy,supported,0.898,hard,GDP analysis,1
PI_00757,Rent control reduces housing supply (context 75),policy,supported,0.842,expert,Housing market data,4
PI_00758,Higher education subsidies increase enrollment (context 75),policy,supported,0.805,easy,Enrollment data,2
PI_00759,War on drugs has reduced drug use (context 75),policy,rejected,0.94,medium,Prevalence data,4
PI_00760,Affirmative action improves diversity (context 75),policy,supported,0.707,hard,University data,3
PI_00761,Minimum wage increases lead to job losses (context 76),policy,undecided,0.624,easy,Labor economics,1
PI_00762,Universal basic income reduces poverty (context 76),policy,undecided,0.71,medium,Pilot studies,2
PI_00763,Carbon taxes effectively reduce emissions (context 76),policy,supported,0.742,hard,European data,2
PI_00764,Strict gun laws reduce gun violence (context 76),policy,supported,0.61,expert,Comparative studies,1
PI_00765,Free trade benefits all parties equally (context 76),policy,rejected,0.942,easy,Trade deficit data,1
PI_00766,Immigration boosts economic growth (context 76),policy,supported,0.77,medium,GDP analysis,4
PI_00767,Rent control reduces housing supply (context 76),policy,supported,0.931,hard,Housing market data,2
PI_00768,Higher education subsidies increase enrollment (context 76),policy,supported,0.874,expert,Enrollment data,2
PI_00769,War on drugs has reduced drug use (context 76),policy,rejected,0.928,easy,Prevalence data,1
PI_00770,Affirmative action improves diversity (context 76),policy,supported,0.69,medium,University data,2
PI_00771,Minimum wage increases lead to job losses (context 77),policy,undecided,0.904,expert,Labor economics,1
PI_00772,Universal basic income reduces poverty (context 77),policy,undecided,0.589,easy,Pilot studies,1
PI_00773,Carbon taxes effectively reduce emissions (context 77),policy,supported,0.853,medium,European data,1
PI_00774,Strict gun laws reduce gun violence (context 77),policy,supported,0.575,hard,Comparative studies,1
PI_00775,Free trade benefits all parties equally (context 77),policy,rejected,0.62,expert,Trade deficit data,4
PI_00776,Immigration boosts economic growth (context 77),policy,supported,0.764,easy,GDP analysis,2
PI_00777,Rent control reduces housing supply (context 77),policy,supported,0.699,medium,Housing market data,1
PI_00778,Higher education subsidies increase enrollment (context 77),policy,supported,0.783,hard,Enrollment data,2
PI_00779,War on drugs has reduced drug use (context 77),policy,rejected,0.907,expert,Prevalence data,2
PI_00780,Affirmative action improves diversity (context 77),policy,supported,0.58,easy,University data,2
PI_00781,Minimum wage increases lead to job losses (context 78),policy,undecided,0.711,hard,Labor economics,1
PI_00782,Universal basic income reduces poverty (context 78),policy,undecided,0.906,expert,Pilot studies,3
PI_00783,Carbon taxes effectively reduce emissions (context 78),policy,supported,0.866,easy,European data,2
PI_00784,Strict gun laws reduce gun violence (context 78),policy,supported,0.587,medium,Comparative studies,4
PI_00785,Free trade benefits all parties equally (context 78),policy,rejected,0.904,hard,Trade deficit data,3
PI_00786,Immigration boosts economic growth (context 78),policy,supported,0.574,expert,GDP analysis,4
PI_00787,Rent control reduces housing supply (context 78),policy,supported,0.568,easy,Housing market data,3
PI_00788,Higher education subsidies increase enrollment (context 78),policy,supported,0.937,medium,Enrollment data,2
PI_00789,War on drugs has reduced drug use (context 78),policy,rejected,0.69,hard,Prevalence data,2
PI_00790,Affirmative action improves diversity (context 78),policy,supported,0.586,expert,University data,2
PI_00791,Minimum wage increases lead to job losses (context 79),policy,undecided,0.676,medium,Labor economics,4
PI_00792,Universal basic income reduces poverty (context 79),policy,undecided,0.932,hard,Pilot studies,1
PI_00793,Carbon taxes effectively reduce emissions (context 79),policy,supported,0.692,expert,European data,4
PI_00794,Strict gun laws reduce gun violence (context 79),policy,supported,0.644,easy,Comparative studies,1
PI_00795,Free trade benefits all parties equally (context 79),policy,rejected,0.819,medium,Trade deficit data,3
PI_00796,Immigration boosts economic growth (context 79),policy,supported,0.855,hard,GDP analysis,4
PI_00797,Rent control reduces housing supply (context 79),policy,supported,0.811,expert,Housing market data,4
PI_00798,Higher education subsidies increase enrollment (context 79),policy,supported,0.916,easy,Enrollment data,2
PI_00799,War on drugs has reduced drug use (context 79),policy,rejected,0.695,medium,Prevalence data,3
PI_00800,Affirmative action improves diversity (context 79),policy,supported,0.677,hard,University data,4
PI_00801,Minimum wage increases lead to job losses (context 80),policy,undecided,0.661,easy,Labor economics,3
PI_00802,Universal basic income reduces poverty (context 80),policy,undecided,0.64,medium,Pilot studies,4
PI_00803,Carbon taxes effectively reduce emissions (context 80),policy,supported,0.583,hard,European data,4
PI_00804,Strict gun laws reduce gun violence (context 80),policy,supported,0.667,expert,Comparative studies,3
PI_00805,Free trade benefits all parties equally (context 80),policy,rejected,0.584,easy,Trade deficit data,1
PI_00806,Immigration boosts economic growth (context 80),policy,supported,0.688,medium,GDP analysis,1
PI_00807,Rent control reduces housing supply (context 80),policy,supported,0.938,hard,Housing market data,3
PI_00808,Higher education subsidies increase enrollment (context 80),policy,supported,0.89,expert,Enrollment data,2
PI_00809,War on drugs has reduced drug use (context 80),policy,rejected,0.918,easy,Prevalence data,3
PI_00810,Affirmative action improves diversity (context 80),policy,supported,0.596,medium,University data,3
PI_00811,Minimum wage increases lead to job losses (context 81),policy,undecided,0.902,expert,Labor economics,2
PI_00812,Universal basic income reduces poverty (context 81),policy,undecided,0.633,easy,Pilot studies,1
PI_00813,Carbon taxes effectively reduce emissions (context 81),policy,supported,0.88,medium,European data,4
PI_00814,Strict gun laws reduce gun violence (context 81),policy,supported,0.901,hard,Comparative studies,1
PI_00815,Free trade benefits all parties equally (context 81),policy,rejected,0.706,expert,Trade deficit data,2
PI_00816,Immigration boosts economic growth (context 81),policy,supported,0.634,easy,GDP analysis,3
PI_00817,Rent control reduces housing supply (context 81),policy,supported,0.898,medium,Housing market data,1
PI_00818,Higher education subsidies increase enrollment (context 81),policy,supported,0.681,hard,Enrollment data,1
PI_00819,War on drugs has reduced drug use (context 81),policy,rejected,0.777,expert,Prevalence data,4
PI_00820,Affirmative action improves diversity (context 81),policy,supported,0.613,easy,University data,1
PI_00821,Minimum wage increases lead to job losses (context 82),policy,undecided,0.59,hard,Labor economics,4
PI_00822,Universal basic income reduces poverty (context 82),policy,undecided,0.786,expert,Pilot studies,1
PI_00823,Carbon taxes effectively reduce emissions (context 82),policy,supported,0.657,easy,European data,1
PI_00824,Strict gun laws reduce gun violence (context 82),policy,supported,0.609,medium,Comparative studies,1
PI_00825,Free trade benefits all parties equally (context 82),policy,rejected,0.805,hard,Trade deficit data,4
PI_00826,Immigration boosts economic growth (context 82),policy,supported,0.807,expert,GDP analysis,4
PI_00827,Rent control reduces housing supply (context 82),policy,supported,0.702,easy,Housing market data,1
PI_00828,Higher education subsidies increase enrollment (context 82),policy,supported,0.693,medium,Enrollment data,1
PI_00829,War on drugs has reduced drug use (context 82),policy,rejected,0.608,hard,Prevalence data,1
PI_00830,Affirmative action improves diversity (context 82),policy,supported,0.823,expert,University data,4
PI_00831,Minimum wage increases lead to job losses (context 83),policy,undecided,0.575,medium,Labor economics,2
PI_00832,Universal basic income reduces poverty (context 83),policy,undecided,0.84,hard,Pilot studies,3
PI_00833,Carbon taxes effectively reduce emissions (context 83),policy,supported,0.821,expert,European data,4
PI_00834,Strict gun laws reduce gun violence (context 83),policy,supported,0.894,easy,Comparative studies,3
PI_00835,Free trade benefits all parties equally (context 83),policy,rejected,0.59,medium,Trade deficit data,4
PI_00836,Immigration boosts economic growth (context 83),policy,supported,0.869,hard,GDP analysis,2
PI_00837,Rent control reduces housing supply (context 83),policy,supported,0.67,expert,Housing market data,4
PI_00838,Higher education subsidies increase enrollment (context 83),policy,supported,0.897,easy,Enrollment data,3
PI_00839,War on drugs has reduced drug use (context 83),policy,rejected,0.591,medium,Prevalence data,2
PI_00840,Affirmative action improves diversity (context 83),policy,supported,0.771,hard,University data,3
PI_00841,Minimum wage increases lead to job losses (context 84),policy,undecided,0.646,easy,Labor economics,3
PI_00842,Universal basic income reduces poverty (context 84),policy,undecided,0.856,medium,Pilot studies,3
PI_00843,Carbon taxes effectively reduce emissions (context 84),policy,supported,0.668,hard,European data,1
PI_00844,Strict gun laws reduce gun violence (context 84),policy,supported,0.823,expert,Comparative studies,3
PI_00845,Free trade benefits all parties equally (context 84),policy,rejected,0.838,easy,Trade deficit data,4
PI_00846,Immigration boosts economic growth (context 84),policy,supported,0.757,medium,GDP analysis,3
PI_00847,Rent control reduces housing supply (context 84),policy,supported,0.597,hard,Housing market data,4
PI_00848,Higher education subsidies increase enrollment (context 84),policy,supported,0.646,expert,Enrollment data,1
PI_00849,War on drugs has reduced drug use (context 84),policy,rejected,0.769,easy,Prevalence data,2
PI_00850,Affirmative action improves diversity (context 84),policy,supported,0.843,medium,University data,3
PI_00851,Minimum wage increases lead to job losses (context 85),policy,undecided,0.85,expert,Labor economics,2
PI_00852,Universal basic income reduces poverty (context 85),policy,undecided,0.911,easy,Pilot studies,1
PI_00853,Carbon taxes effectively reduce emissions (context 85),policy,supported,0.889,medium,European data,1
PI_00854,Strict gun laws reduce gun violence (context 85),policy,supported,0.905,hard,Comparative studies,2
PI_00855,Free trade benefits all parties equally (context 85),policy,rejected,0.838,expert,Trade deficit data,2
PI_00856,Immigration boosts economic growth (context 85),policy,supported,0.753,easy,GDP analysis,2
PI_00857,Rent control reduces housing supply (context 85),policy,supported,0.63,medium,Housing market data,2
PI_00858,Higher education subsidies increase enrollment (context 85),policy,supported,0.721,hard,Enrollment data,4
PI_00859,War on drugs has reduced drug use (context 85),policy,rejected,0.74,expert,Prevalence data,3
PI_00860,Affirmative action improves diversity (context 85),policy,supported,0.708,easy,University data,3
PI_00861,Minimum wage increases lead to job losses (context 86),policy,undecided,0.832,hard,Labor economics,2
PI_00862,Universal basic income reduces poverty (context 86),policy,undecided,0.945,expert,Pilot studies,1
PI_00863,Carbon taxes effectively reduce emissions (context 86),policy,supported,0.665,easy,European data,2
PI_00864,Strict gun laws reduce gun violence (context 86),policy,supported,0.639,medium,Comparative studies,4
PI_00865,Free trade benefits all parties equally (context 86),policy,rejected,0.838,hard,Trade deficit data,1
PI_00866,Immigration boosts economic growth (context 86),policy,supported,0.67,expert,GDP analysis,1
PI_00867,Rent control reduces housing supply (context 86),policy,supported,0.902,easy,Housing market data,4
PI_00868,Higher education subsidies increase enrollment (context 86),policy,supported,0.774,medium,Enrollment data,3
PI_00869,War on drugs has reduced drug use (context 86),policy,rejected,0.578,hard,Prevalence data,3
PI_00870,Affirmative action improves diversity (context 86),policy,supported,0.653,expert,University data,4
PI_00871,Minimum wage increases lead to job losses (context 87),policy,undecided,0.896,medium,Labor economics,3
PI_00872,Universal basic income reduces poverty (context 87),policy,undecided,0.711,hard,Pilot studies,1
PI_00873,Carbon taxes effectively reduce emissions (context 87),policy,supported,0.936,expert,European data,4
PI_00874,Strict gun laws reduce gun violence (context 87),policy,supported,0.933,easy,Comparative studies,1
PI_00875,Free trade benefits all parties equally (context 87),policy,rejected,0.742,medium,Trade deficit data,2
PI_00876,Immigration boosts economic growth (context 87),policy,supported,0.841,hard,GDP analysis,3
PI_00877,Rent control reduces housing supply (context 87),policy,supported,0.602,expert,Housing market data,2
PI_00878,Higher education subsidies increase enrollment (context 87),policy,supported,0.865,easy,Enrollment data,2
PI_00879,War on drugs has reduced drug use (context 87),policy,rejected,0.943,medium,Prevalence data,3
PI_00880,Affirmative action improves diversity (context 87),policy,supported,0.767,hard,University data,1
PI_00881,Minimum wage increases lead to job losses (context 88),policy,undecided,0.834,easy,Labor economics,2
PI_00882,Universal basic income reduces poverty (context 88),policy,undecided,0.647,medium,Pilot studies,4
PI_00883,Carbon taxes effectively reduce emissions (context 88),policy,supported,0.718,hard,European data,1
PI_00884,Strict gun laws reduce gun violence (context 88),policy,supported,0.642,expert,Comparative studies,3
PI_00885,Free trade benefits all parties equally (context 88),policy,rejected,0.744,easy,Trade deficit data,3
PI_00886,Immigration boosts economic growth (context 88),policy,supported,0.652,medium,GDP analysis,4
PI_00887,Rent control reduces housing supply (context 88),policy,supported,0.663,hard,Housing market data,3
PI_00888,Higher education subsidies increase enrollment (context 88),policy,supported,0.743,expert,Enrollment data,4
PI_00889,War on drugs has reduced drug use (context 88),policy,rejected,0.769,easy,Prevalence data,2
PI_00890,Affirmative action improves diversity (context 88),policy,supported,0.762,medium,University data,4
PI_00891,Minimum wage increases lead to job losses (context 89),policy,undecided,0.769,expert,Labor economics,3
PI_00892,Universal basic income reduces poverty (context 89),policy,undecided,0.561,easy,Pilot studies,1
PI_00893,Carbon taxes effectively reduce emissions (context 89),policy,supported,0.78,medium,European data,1
PI_00894,Strict gun laws reduce gun violence (context 89),policy,supported,0.633,hard,Comparative studies,2
PI_00895,Free trade benefits all parties equally (context 89),policy,rejected,0.794,expert,Trade deficit data,3
PI_00896,Immigration boosts economic growth (context 89),policy,supported,0.806,easy,GDP analysis,3
PI_00897,Rent control reduces housing supply (context 89),policy,supported,0.792,medium,Housing market data,4
PI_00898,Higher education subsidies increase enrollment (context 89),policy,supported,0.7,hard,Enrollment data,4
PI_00899,War on drugs has reduced drug use (context 89),policy,rejected,0.612,expert,Prevalence data,4
PI_00900,Affirmative action improves diversity (context 89),policy,supported,0.799,easy,University data,2
PI_00901,Minimum wage increases lead to job losses (context 90),policy,undecided,0.64,hard,Labor economics,4
PI_00902,Universal basic income reduces poverty (context 90),policy,undecided,0.88,expert,Pilot studies,2
PI_00903,Carbon taxes effectively reduce emissions (context 90),policy,supported,0.773,easy,European data,1
PI_00904,Strict gun laws reduce gun violence (context 90),policy,supported,0.629,medium,Comparative studies,2
PI_00905,Free trade benefits all parties equally (context 90),policy,rejected,0.592,hard,Trade deficit data,4
PI_00906,Immigration boosts economic growth (context 90),policy,supported,0.924,expert,GDP analysis,1
PI_00907,Rent control reduces housing supply (context 90),policy,supported,0.847,easy,Housing market data,3
PI_00908,Higher education subsidies increase enrollment (context 90),policy,supported,0.886,medium,Enrollment data,3
PI_00909,War on drugs has reduced drug use (context 90),policy,rejected,0.875,hard,Prevalence data,1
PI_00910,Affirmative action improves diversity (context 90),policy,supported,0.586,expert,University data,4
PI_00911,Minimum wage increases lead to job losses (context 91),policy,undecided,0.791,medium,Labor economics,4
PI_00912,Universal basic income reduces poverty (context 91),policy,undecided,0.887,hard,Pilot studies,1
PI_00913,Carbon taxes effectively reduce emissions (context 91),policy,supported,0.808,expert,European data,1
PI_00914,Strict gun laws reduce gun violence (context 91),policy,supported,0.893,easy,Comparative studies,2
PI_00915,Free trade benefits all parties equally (context 91),policy,rejected,0.675,medium,Trade deficit data,1
PI_00916,Immigration boosts economic growth (context 91),policy,supported,0.848,hard,GDP analysis,2
PI_00917,Rent control reduces housing supply (context 91),policy,supported,0.665,expert,Housing market data,1
PI_00918,Higher education subsidies increase enrollment (context 91),policy,supported,0.569,easy,Enrollment data,1
PI_00919,War on drugs has reduced drug use (context 91),policy,rejected,0.785,medium,Prevalence data,3
PI_00920,Affirmative action improves diversity (context 91),policy,supported,0.77,hard,University data,1
PI_00921,Minimum wage increases lead to job losses (context 92),policy,undecided,0.582,easy,Labor economics,3
PI_00922,Universal basic income reduces poverty (context 92),policy,undecided,0.738,medium,Pilot studies,3
PI_00923,Carbon taxes effectively reduce emissions (context 92),policy,supported,0.945,hard,European data,4
PI_00924,Strict gun laws reduce gun violence (context 92),policy,supported,0.757,expert,Comparative studies,2
